pair,year,a,b,c,d,label
INFLECTRA|RHEUMATIC DISORDER,2025,0,2748,0,1556381,0
INFLECTRA|RHINORRHOEA,2024,10,4102,232,447894,0
INFLECTRA|RHINORRHOEA,2025,5,2743,1457,1554924,0
INFLECTRA|ROTATOR CUFF SYNDROME,2024,25,4087,53,448073,0
INFLECTRA|ROTATOR CUFF SYNDROME,2025,1,2747,53,1556328,0
INFLECTRA|SCAB,2024,11,4101,76,448050,0
INFLECTRA|SCAB,2025,0,2748,39,1556342,0
INFLECTRA|SOMNOLENCE,2024,19,4093,380,447746,1
INFLECTRA|SOMNOLENCE,2025,17,2731,2820,1553561,1
INFLECTRA|SPUTUM DISCOLOURED,2024,10,4102,57,448069,0
INFLECTRA|SPUTUM DISCOLOURED,2025,0,2748,358,1556023,0
INFLECTRA|STREPTOCOCCAL INFECTION,2024,46,4066,83,448043,1
INFLECTRA|STREPTOCOCCAL INFECTION,2025,5,2743,54,1556327,1
INFLECTRA|STRESS,2024,55,4057,380,447746,0
INFLECTRA|STRESS,2025,0,2748,1106,1555275,0
INFLECTRA|THERAPEUTIC RESPONSE SHORTENED,2024,55,4057,251,447875,1
INFLECTRA|THERAPEUTIC RESPONSE SHORTENED,2025,24,2724,713,1555668,1
INFLECTRA|THROMBOCYTOPENIA,2024,13,4099,707,447419,0
INFLECTRA|THROMBOCYTOPENIA,2025,0,2748,1996,1554385,0
INFLECTRA|THROMBOSIS,2024,9,4103,234,447892,0
INFLECTRA|THROMBOSIS,2025,0,2748,2005,1554376,0
INFLECTRA|TOOTH INFECTION,2024,19,4093,137,447989,0
INFLECTRA|TOOTH INFECTION,2025,0,2748,133,1556248,0
INFLECTRA|TOOTHACHE,2024,19,4093,57,448069,0
INFLECTRA|TOOTHACHE,2025,0,2748,238,1556143,0
INFLECTRA|TRIGGER FINGER,2024,17,4095,18,448108,0
INFLECTRA|TRIGGER FINGER,2025,0,2748,17,1556364,0
INFLECTRA|UNDERDOSE,2024,77,4035,239,447887,1
INFLECTRA|UNDERDOSE,2025,17,2731,2288,1554093,1
INFLECTRA|URINARY TRACT INFECTION,2024,24,4088,817,447309,1
INFLECTRA|URINARY TRACT INFECTION,2025,23,2725,2420,1553961,1
INFLECTRA|UVEITIS,2024,33,4079,50,448076,0
INFLECTRA|UVEITIS,2025,0,2748,332,1556049,0
INFLECTRA|VAGINAL INFECTION,2024,24,4088,42,448084,0
INFLECTRA|VAGINAL INFECTION,2025,0,2748,34,1556347,0
INFLECTRA|WEIGHT INCREASED,2024,65,4047,3372,444754,0
INFLECTRA|WEIGHT INCREASED,2025,0,2748,8246,1548135,0
INFLECTRA|WOUND HAEMORRHAGE,2024,11,4101,28,448098,0
INFLECTRA|WOUND HAEMORRHAGE,2025,0,2748,2,1556379,0
INFLIXIMAB|ABDOMINAL DISCOMFORT,2024,57,5325,1824,445032,0
INFLIXIMAB|ABDOMINAL DISCOMFORT,2025,47,21982,7916,1529184,0
INFLIXIMAB|ABORTION SPONTANEOUS,2024,3,5379,11,446845,0
INFLIXIMAB|ABORTION SPONTANEOUS,2025,0,22029,129,1536971,0
INFLIXIMAB|ABSCESS,2024,13,5369,31,446825,1
INFLIXIMAB|ABSCESS,2025,109,21920,152,1536948,1
INFLIXIMAB|ANAL FISSURE,2024,13,5369,32,446824,1
INFLIXIMAB|ANAL FISSURE,2025,40,21989,86,1537014,1
INFLIXIMAB|APHTHOUS ULCER,2024,13,5369,110,446746,1
INFLIXIMAB|APHTHOUS ULCER,2025,40,21989,60,1537040,1
INFLIXIMAB|ARTHRALGIA,2024,130,5252,2483,444373,1
INFLIXIMAB|ARTHRALGIA,2025,501,21528,8378,1528722,1
INFLIXIMAB|AXILLARY MASS,2024,45,5337,54,446802,0
INFLIXIMAB|AXILLARY MASS,2025,0,22029,12,1537088,0
INFLIXIMAB|BACTERIAL VAGINOSIS,2024,24,5358,89,446767,0
INFLIXIMAB|BACTERIAL VAGINOSIS,2025,0,22029,51,1537049,0
INFLIXIMAB|BALANCE DISORDER,2024,8,5374,218,446638,0
INFLIXIMAB|BALANCE DISORDER,2025,36,21993,1637,1535463,0
INFLIXIMAB|BLOOD ALBUMIN DECREASED,2024,5,5377,6,446850,0
INFLIXIMAB|BLOOD ALBUMIN DECREASED,2025,0,22029,113,1536987,0
INFLIXIMAB|BLOOD PRESSURE DIASTOLIC DECREASED,2024,11,5371,82,446774,1
INFLIXIMAB|BLOOD PRESSURE DIASTOLIC DECREASED,2025,108,21921,151,1536949,1
INFLIXIMAB|BLOOD PRESSURE DIASTOLIC INCREASED,2024,45,5337,89,446767,1
INFLIXIMAB|BLOOD PRESSURE DIASTOLIC INCREASED,2025,33,21996,231,1536869,1
INFLIXIMAB|BLOOD PRESSURE FLUCTUATION,2024,11,5371,125,446731,1
INFLIXIMAB|BLOOD PRESSURE FLUCTUATION,2025,119,21910,347,1536753,1
INFLIXIMAB|BLOOD PRESSURE INCREASED,2024,30,5352,396,446460,1
INFLIXIMAB|BLOOD PRESSURE INCREASED,2025,209,21820,2008,1535092,1
INFLIXIMAB|BLOOD PRESSURE SYSTOLIC INCREASED,2024,11,5371,147,446709,1
INFLIXIMAB|BLOOD PRESSURE SYSTOLIC INCREASED,2025,147,21882,410,1536690,1
INFLIXIMAB|BODY TEMPERATURE DECREASED,2024,11,5371,31,446825,1
INFLIXIMAB|BODY TEMPERATURE DECREASED,2025,50,21979,238,1536862,1
INFLIXIMAB|CARDIAC PACEMAKER INSERTION,2024,5,5377,13,446843,0
INFLIXIMAB|CARDIAC PACEMAKER INSERTION,2025,0,22029,39,1537061,0
INFLIXIMAB|CERVIX DISORDER,2024,17,5365,17,446839,0
INFLIXIMAB|CERVIX DISORDER,2025,0,22029,0,1537100,0
INFLIXIMAB|COLITIS,2024,8,5374,225,446631,0
INFLIXIMAB|COLITIS,2025,9,22020,750,1536350,0
INFLIXIMAB|COLON CANCER,2024,9,5373,12,446844,0
INFLIXIMAB|COLON CANCER,2025,1,22028,192,1536908,0
INFLIXIMAB|COMPLICATION OF PREGNANCY,2024,3,5379,4,446852,0
INFLIXIMAB|COMPLICATION OF PREGNANCY,2025,0,22029,0,1537100,0
INFLIXIMAB|CONDITION AGGRAVATED,2024,254,5128,2410,444446,1
INFLIXIMAB|CONDITION AGGRAVATED,2025,815,21214,12041,1525059,1
INFLIXIMAB|CONSTIPATION,2024,43,5339,710,446146,0
INFLIXIMAB|CONSTIPATION,2025,35,21994,4905,1532195,0
INFLIXIMAB|COVID-19,2024,25,5357,1033,445823,1
INFLIXIMAB|COVID-19,2025,193,21836,1655,1535445,1
INFLIXIMAB|DECREASED APPETITE,2024,54,5328,2177,444679,0
INFLIXIMAB|DECREASED APPETITE,2025,105,21924,10189,1526911,0
INFLIXIMAB|DEFAECATION URGENCY,2024,44,5338,152,446704,1
INFLIXIMAB|DEFAECATION URGENCY,2025,50,21979,158,1536942,1
INFLIXIMAB|DEVICE LEAKAGE,2024,45,5337,64,446792,0
INFLIXIMAB|DEVICE LEAKAGE,2025,0,22029,145,1536955,0
INFLIXIMAB|DISEASE RECURRENCE,2024,25,5357,61,446795,0
INFLIXIMAB|DISEASE RECURRENCE,2025,0,22029,229,1536871,0
INFLIXIMAB|DRUG LEVEL ABOVE THERAPEUTIC,2024,53,5329,63,446793,1
INFLIXIMAB|DRUG LEVEL ABOVE THERAPEUTIC,2025,139,21890,100,1537000,1
INFLIXIMAB|DRUG LEVEL BELOW THERAPEUTIC,2024,13,5369,16,446840,1
INFLIXIMAB|DRUG LEVEL BELOW THERAPEUTIC,2025,51,21978,78,1537022,1
INFLIXIMAB|DRUG LEVEL DECREASED,2024,52,5330,79,446777,1
INFLIXIMAB|DRUG LEVEL DECREASED,2025,118,21911,124,1536976,1
INFLIXIMAB|DRY SKIN,2024,20,5362,350,446506,0
INFLIXIMAB|DRY SKIN,2025,0,22029,1122,1535978,0
INFLIXIMAB|DUODENAL OBSTRUCTION,2024,5,5377,6,446850,0
INFLIXIMAB|DUODENAL OBSTRUCTION,2025,0,22029,0,1537100,0
INFLIXIMAB|EAR INFECTION BACTERIAL,2024,19,5363,24,446832,0
INFLIXIMAB|EAR INFECTION BACTERIAL,2025,0,22029,0,1537100,0
INFLIXIMAB|ERYTHEMA,2024,13,5369,495,446361,1
INFLIXIMAB|ERYTHEMA,2025,104,21925,1773,1535327,1
INFLIXIMAB|ERYTHEMA NODOSUM,2024,25,5357,59,446797,1
INFLIXIMAB|ERYTHEMA NODOSUM,2025,50,21979,5,1537095,1
INFLIXIMAB|FAECES HARD,2024,24,5358,154,446702,0
INFLIXIMAB|FAECES HARD,2025,0,22029,46,1537054,0
INFLIXIMAB|FEELING HOT,2024,14,5368,358,446498,0
INFLIXIMAB|FEELING HOT,2025,68,21961,2631,1534469,0
INFLIXIMAB|FISTULA,2024,9,5373,33,446823,1
INFLIXIMAB|FISTULA,2025,112,21917,95,1537005,1
INFLIXIMAB|GASTRITIS,2024,5,5377,134,446722,0
INFLIXIMAB|GASTRITIS,2025,6,22023,258,1536842,0
INFLIXIMAB|GASTROENTERITIS VIRAL,2024,8,5374,149,446707,0
INFLIXIMAB|GASTROENTERITIS VIRAL,2025,0,22029,255,1536845,0
INFLIXIMAB|HAEMATEMESIS,2024,5,5377,28,446828,0
INFLIXIMAB|HAEMATEMESIS,2025,0,22029,244,1536856,0
INFLIXIMAB|HAEMATOMA,2024,5,5377,24,446832,0
INFLIXIMAB|HAEMATOMA,2025,0,22029,177,1536923,0
INFLIXIMAB|HAEMORRHOIDS,2024,8,5374,43,446813,1
INFLIXIMAB|HAEMORRHOIDS,2025,35,21994,350,1536750,1
INFLIXIMAB|HIDRADENITIS,2024,45,5337,89,446767,0
INFLIXIMAB|HIDRADENITIS,2025,1,22028,125,1536975,0
INFLIXIMAB|HORMONE LEVEL ABNORMAL,2024,17,5365,17,446839,0
INFLIXIMAB|HORMONE LEVEL ABNORMAL,2025,0,22029,2,1537098,0
INFLIXIMAB|INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2024,117,5265,1593,445263,1
INFLIXIMAB|INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2025,486,21543,3988,1533112,1
INFLIXIMAB|INCORRECT PRODUCT ADMINISTRATION DURATION,2024,13,5369,14,446842,0
INFLIXIMAB|INCORRECT PRODUCT ADMINISTRATION DURATION,2025,0,22029,196,1536904,0
INFLIXIMAB|INTENTIONAL PRODUCT USE ISSUE,2024,254,5128,2837,444019,1
INFLIXIMAB|INTENTIONAL PRODUCT USE ISSUE,2025,972,21057,7100,1530000,1
INFLIXIMAB|INTERMENSTRUAL BLEEDING,2024,24,5358,44,446812,0
INFLIXIMAB|INTERMENSTRUAL BLEEDING,2025,0,22029,71,1537029,0
INFLIXIMAB|INTESTINAL RESECTION,2024,9,5373,15,446841,0
INFLIXIMAB|INTESTINAL RESECTION,2025,2,22027,30,1537070,0
INFLIXIMAB|JOINT EFFUSION,2024,12,5370,42,446814,0
INFLIXIMAB|JOINT EFFUSION,2025,0,22029,30,1537070,0
INFLIXIMAB|JOINT INJURY,2024,10,5372,166,446690,0
INFLIXIMAB|JOINT INJURY,2025,0,22029,678,1536422,0
INFLIXIMAB|LARGE INTESTINE POLYP,2024,8,5374,70,446786,0
INFLIXIMAB|LARGE INTESTINE POLYP,2025,0,22029,129,1536971,0
INFLIXIMAB|MACROCYTOSIS,2024,6,5376,10,446846,0
INFLIXIMAB|MACROCYTOSIS,2025,0,22029,27,1537073,0
INFLIXIMAB|MATERNAL EXPOSURE DURING PREGNANCY,2024,56,5326,1323,445533,0
INFLIXIMAB|MATERNAL EXPOSURE DURING PREGNANCY,2025,34,21995,7653,1529447,0
INFLIXIMAB|MUCOUS STOOLS,2024,45,5337,74,446782,0
INFLIXIMAB|MUCOUS STOOLS,2025,0,22029,35,1537065,0
INFLIXIMAB|MUSCLE SPASMS,2024,60,5322,1743,445113,0
INFLIXIMAB|MUSCLE SPASMS,2025,71,21958,4881,1532219,0
INFLIXIMAB|MYALGIA INTERCOSTAL,2024,17,5365,17,446839,0
INFLIXIMAB|MYALGIA INTERCOSTAL,2025,0,22029,0,1537100,0
INFLIXIMAB|MYOCARDIAL INFARCTION,2024,5,5377,142,446714,0
INFLIXIMAB|MYOCARDIAL INFARCTION,2025,1,22028,569,1536531,0
INFLIXIMAB|OFF LABEL USE,2024,283,5099,6284,440572,1
INFLIXIMAB|OFF LABEL USE,2025,946,21083,26998,1510102,1
INFLIXIMAB|ORAL HERPES,2024,17,5365,214,446642,1
INFLIXIMAB|ORAL HERPES,2025,42,21987,226,1536874,1
INFLIXIMAB|OSTEOPOROSIS,2024,22,5360,882,445974,0
INFLIXIMAB|OSTEOPOROSIS,2025,48,21981,2152,1534948,0
INFLIXIMAB|OVERDOSE,2024,269,5113,613,446243,1
INFLIXIMAB|OVERDOSE,2025,731,21298,3100,1534000,1
INFLIXIMAB|PHARYNGITIS STREPTOCOCCAL,2024,45,5337,83,446773,0
INFLIXIMAB|PHARYNGITIS STREPTOCOCCAL,2025,0,22029,41,1537059,0
INFLIXIMAB|PLACENTA PRAEVIA,2024,3,5379,14,446842,0
INFLIXIMAB|PLACENTA PRAEVIA,2025,0,22029,2,1537098,0
INFLIXIMAB|PLATELET COUNT DECREASED,2024,13,5369,524,446332,0
INFLIXIMAB|PLATELET COUNT DECREASED,2025,0,22029,1221,1535879,0
INFLIXIMAB|POOR VENOUS ACCESS,2024,5,5377,143,446713,1
INFLIXIMAB|POOR VENOUS ACCESS,2025,104,21925,219,1536881,1
INFLIXIMAB|POST PROCEDURAL HAEMORRHAGE,2024,25,5357,36,446820,0
INFLIXIMAB|POST PROCEDURAL HAEMORRHAGE,2025,0,22029,38,1537062,0
INFLIXIMAB|POSTPARTUM HAEMORRHAGE,2024,3,5379,14,446842,0
INFLIXIMAB|POSTPARTUM HAEMORRHAGE,2025,0,22029,4,1537096,0
INFLIXIMAB|POUCHITIS,2024,25,5357,33,446823,0
INFLIXIMAB|POUCHITIS,2025,0,22029,10,1537090,0
INFLIXIMAB|PRE-ECLAMPSIA,2024,3,5379,0,446856,0
INFLIXIMAB|PRE-ECLAMPSIA,2025,0,22029,40,1537060,0
INFLIXIMAB|PREMATURE DELIVERY,2024,3,5379,18,446838,0
INFLIXIMAB|PREMATURE DELIVERY,2025,0,22029,103,1536997,0
INFLIXIMAB|PREMATURE SEPARATION OF PLACENTA,2024,3,5379,0,446856,0
INFLIXIMAB|PREMATURE SEPARATION OF PLACENTA,2025,0,22029,0,1537100,0
INFLIXIMAB|PROCEDURAL PAIN,2024,10,5372,207,446649,0
INFLIXIMAB|PROCEDURAL PAIN,2025,1,22028,302,1536798,0
INFLIXIMAB|PROCTALGIA,2024,24,5358,71,446785,1
INFLIXIMAB|PROCTALGIA,2025,17,22012,150,1536950,1
INFLIXIMAB|PROSTATE CANCER,2024,8,5374,10,446846,0
INFLIXIMAB|PROSTATE CANCER,2025,4,22025,448,1536652,0
INFLIXIMAB|PRURITUS ALLERGIC,2024,19,5363,24,446832,1
INFLIXIMAB|PRURITUS ALLERGIC,2025,32,21997,25,1537075,1
INFLIXIMAB|RASH MACULAR,2024,11,5371,135,446721,0
INFLIXIMAB|RASH MACULAR,2025,0,22029,237,1536863,0
INFLIXIMAB|RASH MACULO-PAPULAR,2024,6,5376,31,446825,0
INFLIXIMAB|RASH MACULO-PAPULAR,2025,0,22029,340,1536760,0
INFLIXIMAB|RECTAL ABSCESS,2024,8,5374,10,446846,0
INFLIXIMAB|RECTAL ABSCESS,2025,0,22029,0,1537100,0
INFLIXIMAB|RESPIRATORY TRACT INFECTION,2024,24,5358,404,446452,0
INFLIXIMAB|RESPIRATORY TRACT INFECTION,2025,3,22026,1031,1536069,0
INFLIXIMAB|RHEUMATIC DISORDER,2024,45,5337,58,446798,0
INFLIXIMAB|RHEUMATIC DISORDER,2025,0,22029,0,1537100,0
INFLIXIMAB|ROTATOR CUFF SYNDROME,2024,25,5357,53,446803,0
INFLIXIMAB|ROTATOR CUFF SYNDROME,2025,0,22029,54,1537046,0
INFLIXIMAB|SCAB,2024,8,5374,79,446777,0
INFLIXIMAB|SCAB,2025,0,22029,39,1537061,0
INFLIXIMAB|SOMNOLENCE,2024,20,5362,379,446477,0
INFLIXIMAB|SOMNOLENCE,2025,17,22012,2820,1534280,0
INFLIXIMAB|STREPTOCOCCAL INFECTION,2024,45,5337,84,446772,1
INFLIXIMAB|STREPTOCOCCAL INFECTION,2025,5,22024,54,1537046,1
INFLIXIMAB|STRESS,2024,43,5339,392,446464,1
INFLIXIMAB|STRESS,2025,76,21953,1030,1536070,1
INFLIXIMAB|THERAPEUTIC RESPONSE SHORTENED,2024,55,5327,251,446605,1
INFLIXIMAB|THERAPEUTIC RESPONSE SHORTENED,2025,165,21864,572,1536528,1
INFLIXIMAB|THROMBOSIS,2024,9,5373,234,446622,0
INFLIXIMAB|THROMBOSIS,2025,0,22029,2005,1535095,0
INFLIXIMAB|TOOTH INFECTION,2024,19,5363,137,446719,0
INFLIXIMAB|TOOTH INFECTION,2025,0,22029,133,1536967,0
INFLIXIMAB|TOOTHACHE,2024,19,5363,57,446799,0
INFLIXIMAB|TOOTHACHE,2025,0,22029,238,1536862,0
INFLIXIMAB|TRIGGER FINGER,2024,17,5365,18,446838,0
INFLIXIMAB|TRIGGER FINGER,2025,0,22029,17,1537083,0
INFLIXIMAB|UNDERDOSE,2024,77,5305,239,446617,1
INFLIXIMAB|UNDERDOSE,2025,171,21858,2134,1534966,1
INFLIXIMAB|URINARY TRACT INFECTION,2024,24,5358,817,446039,0
INFLIXIMAB|URINARY TRACT INFECTION,2025,24,22005,2419,1534681,0
INFLIXIMAB|UVEITIS,2024,33,5349,50,446806,1
INFLIXIMAB|UVEITIS,2025,169,21860,163,1536937,1
INFLIXIMAB|VAGINAL INFECTION,2024,24,5358,42,446814,0
INFLIXIMAB|VAGINAL INFECTION,2025,0,22029,34,1537066,0
INFLIXIMAB|WOUND HAEMORRHAGE,2024,8,5374,31,446825,0
INFLIXIMAB|WOUND HAEMORRHAGE,2025,0,22029,2,1537098,0
INIPARIB|ANAEMIA,2024,3,21,915,451299,0
INIPARIB|ANAEMIA,2025,0,0,3210,1555919,0
INIPARIB|DISEASE PROGRESSION,2024,3,21,305,451909,0
INIPARIB|DISEASE PROGRESSION,2025,0,0,1195,1557934,0
INIPARIB|INVASIVE DUCTAL BREAST CARCINOMA,2024,3,21,33,452181,0
INIPARIB|INVASIVE DUCTAL BREAST CARCINOMA,2025,0,0,58,1559071,0
INIPARIB|MALIGNANT NEOPLASM PROGRESSION,2024,6,18,144,452070,0
INIPARIB|MALIGNANT NEOPLASM PROGRESSION,2025,0,0,892,1558237,0
INIPARIB|METASTASES TO BONE MARROW,2024,3,21,33,452181,0
INIPARIB|METASTASES TO BONE MARROW,2025,0,0,0,1559129,0
INIPARIB|PRODUCT USE IN UNAPPROVED INDICATION,2024,3,21,2282,449932,0
INIPARIB|PRODUCT USE IN UNAPPROVED INDICATION,2025,0,0,9464,1549665,0
INIPARIB|THROMBOCYTOPENIA,2024,3,21,717,451497,0
INIPARIB|THROMBOCYTOPENIA,2025,0,0,1996,1557133,0
INSULIN NOS|PRURITUS,2024,3,29,4184,448022,0
INSULIN NOS|PRURITUS,2025,1,681,8614,1549833,0
IRBESARTAN|NAUSEA,2024,3,79,3684,448472,0
IRBESARTAN|NAUSEA,2025,27,1645,14996,1542461,0
IRON|HAEMATOCHEZIA,2024,3,85,453,451697,1
IRON|HAEMATOCHEZIA,2025,3,1187,1010,1556929,1
IRON|MALAISE,2024,3,85,3216,448934,0
IRON|MALAISE,2025,10,1180,9475,1548464,0
ISATUXIMAB|ANAEMIA,2024,77,1135,841,450185,1
ISATUXIMAB|ANAEMIA,2025,4,448,3206,1555471,1
ISATUXIMAB|BACTERIAL COLITIS,2024,46,1166,124,450902,0
ISATUXIMAB|BACTERIAL COLITIS,2025,0,452,17,1558660,0
ISATUXIMAB|BRONCHITIS,2024,48,1164,1189,449837,1
ISATUXIMAB|BRONCHITIS,2025,30,422,920,1557757,1
ISATUXIMAB|CHILLS,2024,13,1199,263,450763,0
ISATUXIMAB|CHILLS,2025,0,452,932,1557745,0
ISATUXIMAB|COLITIS ISCHAEMIC,2024,46,1166,132,450894,0
ISATUXIMAB|COLITIS ISCHAEMIC,2025,0,452,141,1558536,0
ISATUXIMAB|COUGH,2024,48,1164,1489,449537,0
ISATUXIMAB|COUGH,2025,0,452,5668,1553009,0
ISATUXIMAB|DIARRHOEA,2024,53,1159,2992,448034,0
ISATUXIMAB|DIARRHOEA,2025,4,448,13294,1545383,0
ISATUXIMAB|DISEASE PROGRESSION,2024,12,1200,296,450730,0
ISATUXIMAB|DISEASE PROGRESSION,2025,0,452,1195,1557482,0
ISATUXIMAB|GENERAL PHYSICAL HEALTH DETERIORATION,2024,82,1130,2547,448479,0
ISATUXIMAB|GENERAL PHYSICAL HEALTH DETERIORATION,2025,0,452,9174,1549503,0
ISATUXIMAB|HYPOKALAEMIA,2024,7,1205,138,450888,1
ISATUXIMAB|HYPOKALAEMIA,2025,4,448,1217,1557460,1
ISATUXIMAB|INTESTINAL DILATATION,2024,46,1166,124,450902,0
ISATUXIMAB|INTESTINAL DILATATION,2025,0,452,27,1558650,0
ISATUXIMAB|LEUKOPENIA,2024,31,1181,240,450786,0
ISATUXIMAB|LEUKOPENIA,2025,0,452,849,1557828,0
ISATUXIMAB|MULTIPLE ORGAN DYSFUNCTION SYNDROME,2024,46,1166,155,450871,0
ISATUXIMAB|MULTIPLE ORGAN DYSFUNCTION SYNDROME,2025,0,452,1967,1556710,0
ISATUXIMAB|MYALGIA,2024,7,1205,317,450709,0
ISATUXIMAB|MYALGIA,2025,0,452,2019,1556658,0
ISATUXIMAB|NASOPHARYNGITIS,2024,24,1188,2322,448704,0
ISATUXIMAB|NASOPHARYNGITIS,2025,4,448,8239,1550438,0
ISATUXIMAB|NEUTROPENIA,2024,190,1022,1267,449759,1
ISATUXIMAB|NEUTROPENIA,2025,21,431,2575,1556102,1
ISATUXIMAB|ORAL FUNGAL INFECTION,2024,12,1200,100,450926,0
ISATUXIMAB|ORAL FUNGAL INFECTION,2025,0,452,2,1558675,0
ISATUXIMAB|OROPHARYNGEAL PAIN,2024,24,1188,494,450532,0
ISATUXIMAB|OROPHARYNGEAL PAIN,2025,0,452,1384,1557293,0
ISATUXIMAB|PHARYNGITIS,2024,7,1205,144,450882,1
ISATUXIMAB|PHARYNGITIS,2025,10,442,116,1558561,1
ISATUXIMAB|PLEURAL EFFUSION,2024,72,1140,659,450367,0
ISATUXIMAB|PLEURAL EFFUSION,2025,0,452,2190,1556487,0
ISATUXIMAB|PNEUMONIA,2024,48,1164,2978,448048,1
ISATUXIMAB|PNEUMONIA,2025,23,429,9852,1548825,1
ISATUXIMAB|RENAL FAILURE,2024,70,1142,352,450674,1
ISATUXIMAB|RENAL FAILURE,2025,4,448,745,1557932,1
ISATUXIMAB|RESPIRATORY TRACT INFECTION,2024,24,1188,404,450622,0
ISATUXIMAB|RESPIRATORY TRACT INFECTION,2025,0,452,1034,1557643,0
ISATUXIMAB|RETINAL VEIN OCCLUSION,2024,46,1166,144,450882,0
ISATUXIMAB|RETINAL VEIN OCCLUSION,2025,0,452,24,1558653,0
ISATUXIMAB|SEPTIC SHOCK,2024,46,1166,233,450793,0
ISATUXIMAB|SEPTIC SHOCK,2025,0,452,744,1557933,0
ISATUXIMAB|SHOCK,2024,46,1166,124,450902,0
ISATUXIMAB|SHOCK,2025,0,452,361,1558316,0
ISATUXIMAB|THROMBOCYTOPENIA,2024,20,1192,700,450326,0
ISATUXIMAB|THROMBOCYTOPENIA,2025,0,452,1996,1556681,0
ISENTRESS|DEPRESSION,2024,7,49,1696,450486,0
ISENTRESS|DEPRESSION,2025,0,8,5116,1554005,0
ISENTRESS|DRUG INTERACTION,2024,7,49,93,452089,0
ISENTRESS|DRUG INTERACTION,2025,0,8,2511,1556610,0
ISENTRESS|INCORRECT ROUTE OF PRODUCT ADMINISTRATION,2024,7,49,1105,451077,0
ISENTRESS|INCORRECT ROUTE OF PRODUCT ADMINISTRATION,2025,0,8,2030,1557091,0
ISENTRESS|INTENTIONAL PRODUCT USE ISSUE,2024,7,49,3084,449098,0
ISENTRESS|INTENTIONAL PRODUCT USE ISSUE,2025,0,8,8072,1551049,0
ISENTRESS|LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,2024,7,49,980,451202,0
ISENTRESS|LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,2025,0,8,1804,1557317,0
ISENTRESS|OFF LABEL USE,2024,7,49,6560,445622,0
ISENTRESS|OFF LABEL USE,2025,0,8,27944,1531177,0
ISENTRESS|PRESCRIBED OVERDOSE,2024,7,49,1633,450549,0
ISENTRESS|PRESCRIBED OVERDOSE,2025,0,8,6018,1553103,0
ISENTRESS|PRODUCT USE IN UNAPPROVED INDICATION,2024,7,49,2278,449904,0
ISENTRESS|PRODUCT USE IN UNAPPROVED INDICATION,2025,0,8,9464,1549657,0
ISMN BASICS|BLOOD CREATININE INCREASED,2024,3,32,298,451905,0
ISMN BASICS|BLOOD CREATININE INCREASED,2025,0,0,1849,1557280,0
ISMN BASICS|BLOOD UREA INCREASED,2024,3,32,187,452016,0
ISMN BASICS|BLOOD UREA INCREASED,2025,0,0,419,1558710,0
ISMN BASICS|ERYTHEMA MULTIFORME,2024,3,32,104,452099,0
ISMN BASICS|ERYTHEMA MULTIFORME,2025,0,0,94,1559035,0
ISMN BASICS|LEUKOCYTOSIS,2024,3,32,175,452028,0
ISMN BASICS|LEUKOCYTOSIS,2025,0,0,210,1558919,0
ISMN BASICS|OCULAR HYPERAEMIA,2024,3,32,151,452052,0
ISMN BASICS|OCULAR HYPERAEMIA,2025,0,0,360,1558769,0
ISMN BASICS|ORAL MUCOSAL ERUPTION,2024,3,32,104,452099,0
ISMN BASICS|ORAL MUCOSAL ERUPTION,2025,0,0,9,1559120,0
ISMN BASICS|PRURITUS,2024,5,30,4182,448021,0
ISMN BASICS|PRURITUS,2025,0,0,8615,1550514,0
ISMN BASICS|PYREXIA,2024,3,32,3174,449029,0
ISMN BASICS|PYREXIA,2025,0,0,9293,1549836,0
ISMN BASICS|RASH,2024,3,32,4187,448016,0
ISMN BASICS|RASH,2025,0,0,10281,1548848,0
ISMN BASICS|SKIN DISORDER,2024,3,32,151,452052,0
ISMN BASICS|SKIN DISORDER,2025,0,0,316,1558813,0
ISMN BASICS|STEVENS-JOHNSON SYNDROME,2024,3,32,245,451958,0
ISMN BASICS|STEVENS-JOHNSON SYNDROME,2025,0,0,255,1558874,0
ISONIAZID|ABDOMINAL PAIN,2024,3,111,865,451259,0
ISONIAZID|ABDOMINAL PAIN,2025,0,108,5636,1553385,0
ISONIAZID|ANAEMIA,2024,3,111,915,451209,0
ISONIAZID|ANAEMIA,2025,0,108,3210,1555811,0
ISONIAZID|CHRONIC SINUSITIS,2024,3,111,129,451995,0
ISONIAZID|CHRONIC SINUSITIS,2025,0,108,371,1558650,0
ISONIAZID|COLITIS,2024,3,111,230,451894,0
ISONIAZID|COLITIS,2025,0,108,759,1558262,0
ISONIAZID|COLITIS ULCERATIVE,2024,3,111,669,451455,0
ISONIAZID|COLITIS ULCERATIVE,2025,0,108,2028,1556993,0
ISONIAZID|CONSTIPATION,2024,3,111,750,451374,0
ISONIAZID|CONSTIPATION,2025,0,108,4940,1554081,0
ISONIAZID|DYSPEPSIA,2024,3,111,1694,450430,0
ISONIAZID|DYSPEPSIA,2025,0,108,5436,1553585,0
ISONIAZID|ERYTHEMA,2024,3,111,505,451619,0
